date,beepno,beeptime,Relaxed,Down,Irritated,Satisfied,Lonely,Anxious,Enthusiastic,Suspicious,Cheerful,Guilty,Indecisive,Strong,Restless,Agitated,Worrying,Concentration
13/02/13,1,7:32,5,0,1,5,0,0,4,1,4,0,1,5,1,1,1,4
13/02/13,3,11:08,4,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5
13/02/13,4,12:32,5,-1,1,6,-1,-1,5,1,5,-1,2,5,2,1,1,5
13/02/13,8,18:10,5,0,3,5,0,0,4,1,5,0,1,5,2,2,1,5
13/02/13,10,21:20,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5
14/02/13,1,8:56,4,2,2,3,1,0,3,3,3,1,2,4,2,2,5,4
14/02/13,2,9:20,4,0,2,4,0,0,4,2,4,0,2,3,2,2,2,5
14/02/13,3,11:02,5,0,2,5,0,0,4,2,4,0,2,4,2,2,2,5
14/02/13,4,12:38,3,0,4,5,0,0,5,2,5,0,1,4,2,3,1,5
14/02/13,5,14:22,3,0,4,6,0,0,4,1,5,0,1,5,3,3,1,5
14/02/13,6,16:04,4,0,3,4,0,0,4,1,4,0,2,4,3,3,2,4
14/02/13,7,17:04,5,0,2,5,0,0,4,1,5,0,1,4,2,2,1,5
14/02/13,8,18:36,4,1,2,4,1,0,3,2,3,1,3,4,2,2,2,3
14/02/13,9,19:56,4,0,2,5,0,0,4,1,3,0,2,3,3,2,1,5
14/02/13,10,21:12,3,0,5,3,0,0,3,1,4,0,2,3,3,3,1,4
15/02/13,1,8:44,4,2,2,3,1,0,3,3,3,1,2,3,3,2,4,4
15/02/13,2,9:54,4,1,2,4,0,0,3,2,4,0,2,4,3,2,2,5
15/02/13,3,11:12,5,0,1,5,0,0,6,1,5,0,1,5,1,1,1,5
15/02/13,4,12:04,4,0,3,3,0,0,4,2,4,0,1,4,3,3,2,4
15/02/13,6,16:15,4,0,3,5,0,0,5,1,4,0,1,4,3,3,1,4
15/02/13,8,18:11,5,-1,1,5,-1,-1,5,1,5,-1,1,5,1,1,1,5
16/02/13,1,7:57,4,2,3,3,1,0,3,3,3,1,2,3,3,3,4,3
16/02/13,2,9:04,4,2,2,3,2,1,3,2,3,0,2,3,2,2,5,5
16/02/13,3,11:36,3,3,3,3,1,0,3,3,3,0,3,3,3,4,5,4
16/02/13,4,12:30,4,1,2,4,0,0,3,1,4,0,2,4,2,2,2,4
16/02/13,5,14:52,4,1,2,3,1,0,2,2,3,1,3,3,2,2,4,5
16/02/13,6,15:08,4,1,2,4,0,0,3,1,3,0,2,4,1,2,2,5
16/02/13,8,18:46,5,0,1,4,0,0,4,1,4,0,2,4,1,1,1,4
16/02/13,9,20:42,4,0,3,5,0,0,5,2,4,0,1,4,2,3,1,5
16/02/13,10,21:30,5,0,2,5,0,0,4,1,5,0,1,4,2,3,1,5
17/02/13,1,8:20,5,1,2,5,0,0,4,2,4,0,2,4,2,2,2,4
17/02/13,2,9:20,5,0,2,5,0,0,4,2,5,0,2,4,2,1,2,5
17/02/13,3,11:24,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
17/02/13,4,12:03,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
17/02/13,5,14:28,4,0,2,5,0,0,4,1,5,0,1,4,1,1,1,5
17/02/13,6,15:51,4,0,4,5,0,0,4,1,4,0,1,4,2,3,1,5
17/02/13,8,18:39,5,-1,1,6,-1,-1,5,1,5,-1,1,5,2,1,1,6
17/02/13,9,20:09,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,4
18/02/13,2,10:28,4,0,2,4,0,0,3,1,4,0,2,4,2,2,1,5
18/02/13,4,13:03,4,0,3,4,0,0,4,1,4,0,1,5,3,3,2,5
18/02/13,5,13:49,4,0,5,4,0,0,3,1,4,0,2,3,3,4,1,4
18/02/13,6,15:13,5,0,2,5,0,0,5,1,5,0,1,4,2,2,1,5
18/02/13,7,17:58,4,0,4,3,0,0,3,1,3,0,1,4,3,4,1,4
18/02/13,8,19:25,4,0,1,4,0,0,4,1,4,0,1,4,2,1,1,5
18/02/13,9,19:41,5,0,2,5,0,0,4,1,4,0,2,4,1,2,1,5
18/02/13,10,21:20,4,0,2,4,0,0,4,1,4,0,3,4,2,2,1,5
19/02/13,1,8:10,5,0,2,5,0,0,4,1,4,0,2,5,1,2,1,5
19/02/13,3,11:50,4,0,4,5,0,0,5,1,5,0,1,5,2,3,1,5
19/02/13,5,14:16,5,-1,2,5,-1,-1,5,1,5,-1,1,5,2,2,1,5
19/02/13,6,15:04,4,-1,4,5,-1,-1,5,1,5,-1,1,5,2,2,1,5
19/02/13,7,17:32,5,0,2,5,0,0,4,1,5,0,2,5,2,2,1,5
19/02/13,8,18:05,4,0,1,5,0,0,4,1,5,0,1,5,3,2,1,5
19/02/13,9,19:45,5,0,2,5,0,0,5,1,5,0,1,4,2,2,1,5
20/02/13,1,7:32,5,0,1,5,0,0,5,1,5,0,2,5,2,1,1,5
20/02/13,2,10:16,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
20/02/13,3,11:08,5,0,2,5,0,0,5,1,5,0,1,5,2,1,1,5
20/02/13,4,12:32,4,0,2,5,0,0,4,1,5,0,2,5,3,3,1,5
20/02/13,9,20:22,5,0,3,4,0,0,4,1,5,0,2,5,2,2,1,5
20/02/13,10,21:20,5,0,2,6,0,0,5,1,5,0,1,5,1,2,1,5
21/02/13,4,12:38,5,0,1,5,0,0,4,1,5,0,2,5,3,1,1,5
21/02/13,5,14:22,5,0,2,5,0,0,5,1,5,0,1,5,2,2,1,5
22/02/13,1,8:44,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,4
22/02/13,3,11:12,3,0,4,3,0,0,3,2,4,0,2,4,3,3,1,4
22/02/13,5,14:43,4,0,2,5,0,0,4,1,4,0,2,4,4,2,1,5
22/02/13,6,16:15,5,-1,1,5,-1,-1,6,1,6,-1,1,5,1,1,1,5
22/02/13,8,18:11,4,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5
22/02/13,9,20:38,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5
22/02/13,10,21:20,5,-1,1,5,-1,-1,5,1,5,-1,1,5,1,1,1,5
23/02/13,1,7:57,4,0,2,3,0,0,3,1,4,0,1,4,1,2,1,4
23/02/13,6,15:08,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5
23/02/13,8,18:46,4,0,1,3,0,0,3,2,4,0,2,4,2,1,1,3
23/02/13,9,20:42,3,1,2,3,1,0,3,2,3,0,3,3,2,3,2,3
23/02/13,10,21:30,4,1,1,3,0,0,3,2,3,0,3,3,2,2,2,4
24/02/13,2,9:20,3,3,1,1,2,0,1,3,2,1,3,2,2,2,5,3
24/02/13,3,11:24,4,2,1,3,1,0,3,2,3,1,3,4,2,2,3,3
24/02/13,4,12:03,4,1,2,3,1,0,3,2,3,1,4,2,2,2,3,3
24/02/13,5,14:28,4,0,1,5,0,0,4,1,4,0,2,4,1,2,1,5
24/02/13,6,15:51,4,0,2,5,0,0,4,1,4,0,1,5,2,2,1,5
24/02/13,7,16:47,5,0,1,4,0,0,4,1,4,0,1,4,2,2,1,5
24/02/13,9,20:09,4,0,2,4,0,0,4,2,3,0,1,3,2,2,2,4
24/02/13,10,21:42,4,1,1,4,0,0,4,1,4,0,2,4,2,2,2,4
25/02/13,1,8:58,4,1,2,3,0,0,3,1,3,0,2,3,2,3,2,3
25/02/13,2,10:28,3,3,2,1,3,0,1,3,2,2,3,2,2,3,6,3
25/02/13,3,10:56,3,2,3,3,0,0,3,1,3,1,2,3,2,3,4,4
25/02/13,4,13:03,4,1,2,5,0,0,4,1,3,1,2,3,3,2,2,4
25/02/13,5,13:49,5,0,2,4,0,0,4,1,4,0,1,4,2,1,1,4
25/02/13,6,15:13,4,0,3,4,0,0,3,1,5,0,2,4,2,2,1,5
25/02/13,8,19:25,5,1,1,4,0,0,4,1,4,0,1,4,1,1,2,5
25/02/13,9,19:41,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5
25/02/13,10,21:20,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
26/02/13,2,9:07,4,2,2,3,0,0,3,3,3,0,3,3,2,2,3,3
26/02/13,3,11:50,4,0,1,5,0,0,5,1,5,0,1,4,2,2,1,5
26/02/13,5,14:16,3,1,2,3,1,0,3,1,3,1,3,3,2,2,2,3
26/02/13,6,15:04,7,2,2,3,1,0,3,1,3,1,3,3,2,2,2,4
26/02/13,7,17:32,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,5
26/02/13,8,18:05,4,1,2,4,0,0,4,1,4,0,1,4,2,2,1,5
26/02/13,9,19:45,4,0,3,4,0,0,4,1,5,0,1,4,2,2,1,5
26/02/13,10,21:50,4,1,4,3,0,0,3,2,3,0,1,3,2,4,1,3
27/02/13,1,7:32,4,0,2,3,0,0,3,1,3,1,2,3,1,2,2,3
27/02/13,2,10:16,4,3,2,3,1,0,3,2,2,2,3,3,3,3,4,4
27/02/13,3,11:08,4,1,2,4,0,0,4,1,4,0,2,4,1,2,2,5
27/02/13,4,12:32,5,1,2,4,0,0,4,1,4,0,1,4,2,2,1,5
27/02/13,6,16:08,5,0,1,4,0,0,4,1,4,0,1,4,1,2,2,5
27/02/13,7,17:18,5,0,2,5,0,0,4,1,5,0,1,5,1,1,1,5
27/02/13,8,18:10,4,0,2,4,0,0,4,1,4,0,2,5,2,2,1,5
27/02/13,9,20:22,5,0,1,5,0,0,5,1,5,0,1,5,2,2,1,5
27/02/13,10,21:20,4,0,1,4,0,0,4,1,4,0,2,4,2,2,1,4
28/02/13,1,8:56,3,2,2,3,1,0,3,3,3,1,3,3,2,2,3,3
28/02/13,2,9:20,3,2,5,3,1,0,3,3,3,1,3,3,4,3,5,4
28/02/13,3,11:02,4,0,3,4,0,0,3,2,4,0,1,4,3,3,2,5
28/02/13,4,12:38,5,0,3,4,0,0,5,1,5,0,1,5,1,3,2,5
28/02/13,5,14:22,4,0,2,4,0,0,3,1,4,0,3,4,2,2,1,5
28/02/13,6,16:04,5,0,2,4,0,0,4,1,4,0,2,4,1,2,1,5
28/02/13,7,17:04,4,0,4,5,0,0,3,2,3,0,3,3,3,3,2,4
28/02/13,8,18:36,4,0,2,4,0,0,3,1,4,0,2,4,2,2,1,4
28/02/13,9,19:56,4,2,5,3,1,0,3,3,3,0,3,3,4,4,4,4
28/02/13,10,21:12,4,1,2,4,0,0,4,1,4,0,2,4,2,2,2,5
1/3/13,3,11:12,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
1/3/13,5,14:43,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
1/3/13,6,16:15,6,-1,1,6,-1,-1,6,1,6,-1,1,6,1,1,1,5
1/3/13,7,17:16,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
1/3/13,8,18:11,5,0,2,5,0,0,4,1,5,0,1,5,1,1,1,5
1/3/13,9,20:38,5,0,2,5,0,0,4,1,5,0,1,5,1,1,2,5
1/3/13,10,21:20,5,0,1,5,0,0,4,1,5,0,1,5,2,1,1,5
2/3/13,1,7:57,4,0,2,4,0,0,3,1,3,0,1,4,2,3,1,4
2/3/13,2,9:04,4,1,3,4,0,0,4,1,4,0,1,4,2,2,2,5
2/3/13,3,11:36,3,0,3,4,0,0,4,2,3,0,2,4,2,3,2,5
2/3/13,5,14:52,4,0,3,3,0,0,3,1,4,0,2,4,2,2,1,3
2/3/13,7,16:38,5,0,1,5,0,0,4,1,4,0,1,5,2,1,1,5
2/3/13,8,18:46,5,0,2,4,0,0,4,2,4,0,1,5,2,2,1,5
2/3/13,9,20:42,5,0,2,5,0,0,4,2,4,0,2,4,1,2,1,5
2/3/13,10,21:30,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
3/3/13,1,8:20,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,4
3/3/13,2,9:20,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5
3/3/13,5,14:28,5,0,2,5,0,0,5,1,5,0,1,5,2,2,1,5
3/3/13,6,15:51,4,0,2,5,0,0,4,1,4,0,2,5,2,2,1,4
3/3/13,7,16:47,5,0,2,5,0,0,4,1,5,-2,3,5,3,2,1,4
3/3/13,9,20:09,5,0,3,4,0,0,4,1,4,0,1,5,3,2,1,5
4/3/13,1,8:58,4,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5
4/3/13,2,10:28,4,0,3,5,0,0,4,2,5,0,1,5,2,2,1,5
4/3/13,6,15:13,5,0,3,5,0,0,4,1,5,0,1,5,2,3,1,5
4/3/13,7,17:58,4,0,3,4,0,0,3,1,4,0,1,4,3,3,1,5
4/3/13,8,19:25,5,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5
4/3/13,10,21:20,5,1,2,4,0,0,4,1,4,0,2,4,2,1,1,4
5/3/13,1,8:10,5,0,1,5,0,0,4,1,5,0,1,5,1,2,1,5
5/3/13,2,9:07,4,0,3,4,0,0,4,2,4,0,2,5,3,2,1,5
5/3/13,3,11:50,4,0,2,5,0,0,5,2,5,0,1,5,2,2,1,5
5/3/13,6,15:04,5,-1,1,6,0,0,5,2,5,0,1,5,2,2,1,5
5/3/13,7,17:32,4,0,2,5,0,0,6,1,5,0,1,5,2,2,1,5
5/3/13,8,18:05,4,0,3,5,0,0,5,2,5,0,1,5,3,3,1,5
6/3/13,2,10:16,4,1,2,3,0,0,3,1,4,0,2,3,2,3,1,4
6/3/13,3,11:08,4,0,4,3,0,0,3,2,4,0,3,3,2,3,1,5
6/3/13,5,14:34,3,0,3,3,0,0,3,2,4,0,2,3,3,2,1,5
6/3/13,6,16:08,4,0,3,3,0,0,3,2,4,0,2,3,3,3,1,3
6/3/13,8,18:10,4,0,3,5,0,0,4,2,4,0,2,4,3,3,1,4
7/3/13,1,8:56,4,0,3,3,0,0,3,2,4,0,3,4,3,3,1,4
7/3/13,5,14:22,3,0,3,3,0,0,4,2,3,1,3,4,4,3,1,4
8/3/13,1,8:44,4,0,2,4,0,0,4,2,4,0,2,3,2,2,1,4
8/3/13,3,11:12,4,0,3,5,0,0,4,2,4,0,1,4,2,2,1,5
8/3/13,4,12:04,4,0,3,3,0,0,3,2,4,0,2,4,3,3,1,5
8/3/13,10,21:20,3,1,3,3,0,0,3,2,3,0,2,3,3,3,2,3
9/3/13,2,9:04,3,3,3,2,1,0,2,4,2,1,3,2,3,3,6,4
9/3/13,3,11:36,3,2,2,2,2,0,2,3,2,1,5,3,3,4,4,3
9/3/13,4,12:30,4,1,2,3,1,0,3,2,3,0,3,3,2,2,3,4
9/3/13,5,14:52,3,3,4,2,2,0,3,3,2,1,5,2,3,4,5,3
9/3/13,6,15:08,3,3,5,2,3,0,2,5,2,2,5,2,3,5,6,3
9/3/13,8,18:46,4,1,1,4,0,0,3,1,3,0,2,3,1,1,1,5
9/3/13,10,21:30,4,1,2,3,1,0,3,2,4,0,4,3,4,2,2,4
10/3/13,1,8:20,3,3,2,1,3,0,1,3,1,1,4,2,3,2,6,2
10/3/13,2,9:20,3,2,3,2,1,0,2,3,3,1,3,3,4,4,4,4
10/3/13,3,11:24,3,2,3,4,1,0,3,2,3,1,4,3,3,3,4,4
10/3/13,4,12:03,4,2,2,3,1,0,4,2,3,1,4,3,3,3,4,4
10/3/13,9,20:09,4,0,2,4,0,0,3,1,3,0,3,3,2,2,1,4
11/3/13,1,8:58,4,1,2,4,0,0,4,1,4,0,3,3,2,2,1,4
11/3/13,2,10:28,3,0,6,3,0,0,4,2,3,0,2,4,3,4,1,5
11/3/13,4,13:03,4,0,4,5,0,0,4,1,4,0,1,4,3,3,1,5
11/3/13,5,13:49,4,0,6,4,0,0,5,3,4,0,1,4,3,4,1,5
11/3/13,6,15:13,5,0,2,5,0,0,4,1,5,0,2,4,2,2,1,5
11/3/13,7,17:58,3,0,5,3,0,0,3,2,4,0,3,3,3,4,1,5
11/3/13,8,19:25,4,0,3,5,0,0,4,1,5,0,1,4,2,3,1,5
11/3/13,9,19:41,4,0,2,5,0,0,4,1,5,0,2,5,2,2,1,4
11/3/13,10,21:20,4,0,5,5,0,0,4,2,4,0,1,4,3,3,1,5
12/3/13,1,8:10,5,0,2,5,0,0,4,1,5,0,2,5,1,2,1,5
12/3/13,2,9:07,4,0,3,4,0,0,3,2,4,0,3,4,3,3,1,5
12/3/13,3,11:50,4,0,4,5,0,0,5,1,5,0,1,5,2,2,1,5
12/3/13,7,17:52,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5
12/3/13,8,19:08,4,0,3,4,0,0,3,2,4,0,2,4,2,3,1,4
12/3/13,9,20:56,5,0,1,5,0,0,5,1,5,0,1,5,2,2,1,5
13/03/13,1,7:38,5,0,1,6,0,0,5,1,5,0,1,5,1,2,1,5
13/03/13,2,9:04,5,0,1,4,0,0,4,1,4,0,2,5,1,2,1,5
13/03/13,5,13:31,4,0,5,5,0,0,4,2,4,0,1,5,3,2,1,5
13/03/13,6,16:10,4,0,2,4,0,0,3,2,4,0,1,4,2,2,1,3
13/03/13,7,17:08,4,0,3,3,0,0,3,2,4,0,3,4,3,3,1,4
13/03/13,8,18:32,4,0,2,5,0,0,4,2,5,0,2,4,3,3,1,5
13/03/13,9,20:02,4,0,2,5,0,0,4,1,4,0,1,4,2,2,1,5
13/03/13,10,22:08,4,0,2,4,0,0,3,1,4,0,2,3,2,2,1,4
14/03/13,1,7:30,4,2,2,3,1,0,3,2,3,0,3,3,3,2,3,3
14/03/13,2,10:06,3,1,2,3,1,0,3,2,3,1,3,3,3,2,1,4
14/03/13,3,11:28,4,1,2,4,0,0,4,2,4,0,2,4,2,2,1,5
14/03/13,4,12:43,4,0,3,4,0,0,4,2,4,0,1,4,3,3,1,5
14/03/13,5,14:44,5,0,1,4,0,0,4,1,4,0,2,4,1,2,1,5
14/03/13,9,19:52,5,-1,1,5,-1,-1,5,1,5,-1,1,5,1,1,1,5
14/03/13,10,21:48,5,0,2,5,0,0,4,1,5,0,2,5,2,1,1,5
15/03/13,2,9:55,4,0,3,4,0,0,4,2,4,0,2,4,3,3,1,5
15/03/13,4,12:51,4,0,3,4,0,0,3,1,4,0,2,4,2,2,1,5
15/03/13,7,17:34,4,1,3,3,0,0,3,2,4,1,3,4,2,2,2,4
16/03/13,2,9:59,4,0,2,5,0,0,4,1,4,0,2,5,2,2,1,5
16/03/13,3,11:33,4,1,3,4,0,0,4,2,4,0,3,4,3,2,1,4
16/03/13,7,17:40,4,0,3,5,0,0,5,2,5,0,2,4,3,3,1,5
16/03/13,8,18:04,4,0,3,3,0,0,3,2,4,0,2,3,2,3,1,4
17/03/13,1,8:46,5,0,1,4,0,0,4,2,4,0,2,4,2,2,2,5
17/03/13,2,10:08,4,1,2,4,0,0,3,2,4,1,2,4,2,2,2,4
17/03/13,3,11:56,4,1,2,4,1,0,3,1,4,0,1,4,2,2,2,4
17/03/13,6,15:37,4,0,1,4,0,0,4,1,4,0,3,4,2,2,1,5
17/03/13,7,17:12,4,0,1,4,0,0,4,1,4,0,2,5,2,1,1,5
17/03/13,8,19:29,5,0,1,5,0,0,5,1,5,0,1,5,2,1,1,5
17/03/13,9,20:07,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
17/03/13,10,21:40,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
18/03/13,4,12:42,3,0,3,3,0,0,3,2,4,0,1,4,4,3,1,5
18/03/13,5,14:48,4,1,3,3,0,0,3,2,3,1,2,3,4,3,2,4
18/03/13,6,15:59,1,-3,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/03/13,8,19:28,4,0,4,3,0,0,3,2,4,0,1,4,3,3,1,5
19/03/13,1,8:12,5,0,2,5,0,0,4,1,5,0,2,5,2,2,1,5
19/03/13,3,10:34,5,0,2,4,0,0,4,2,4,1,2,4,2,2,1,5
19/03/13,7,17:52,4,0,2,6,0,0,5,1,4,0,1,4,2,3,1,5
20/03/13,1,7:38,5,0,1,5,0,0,4,1,5,0,2,5,1,1,1,4
20/03/13,3,10:55,4,0,2,5,0,0,4,2,4,0,2,5,3,2,1,4
20/03/13,6,16:10,4,0,2,4,0,0,4,1,4,0,2,4,3,3,1,5
20/03/13,10,22:08,4,0,3,4,0,0,4,1,4,0,1,4,3,3,1,5
21/03/13,1,7:30,4,0,1,4,0,0,4,2,4,0,2,4,2,2,2,5
21/03/13,2,10:06,4,0,2,6,0,0,4,2,4,0,1,5,2,2,1,5
21/03/13,9,19:52,5,0,1,5,0,0,5,1,5,0,1,4,1,1,1,5
21/03/13,10,21:48,3,0,3,4,0,0,3,2,4,0,1,3,3,3,1,4
22/03/13,2,9:55,4,0,1,4,0,0,4,1,4,0,3,4,2,1,1,4
22/03/13,3,11:28,3,1,4,3,1,0,3,2,3,0,2,4,3,4,1,3
22/03/13,4,12:51,4,0,1,4,0,0,4,1,4,0,2,3,2,2,1,4
22/03/13,5,14:17,4,0,2,3,0,0,3,1,4,0,3,3,2,2,1,4
22/03/13,6,16:21,4,0,4,5,0,0,5,1,4,0,2,4,2,3,1,5
22/03/13,8,18:59,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5
23/03/13,1,7:48,5,0,1,5,0,0,5,1,5,-1,1,5,2,1,1,5
23/03/13,2,9:59,5,0,2,5,0,0,5,1,5,0,1,5,2,2,1,5
23/03/13,5,13:48,5,0,1,5,0,0,6,2,5,0,1,5,1,1,1,5
23/03/13,7,17:40,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,4
23/03/13,9,20:14,5,0,1,5,0,0,5,1,5,0,1,4,1,1,1,5
24/03/13,1,8:46,4,0,1,4,0,0,3,1,4,0,3,4,1,2,2,4
24/03/13,3,11:56,4,0,4,3,0,0,3,1,4,0,2,4,3,3,1,5
24/03/13,8,19:29,4,0,3,4,0,0,3,1,4,0,2,4,2,2,1,4
24/03/13,9,20:07,3,0,5,4,0,0,4,1,4,0,1,4,3,3,1,5
24/03/13,10,21:40,3,0,5,3,0,0,3,1,3,0,1,2,3,4,2,4
25/03/13,1,8:41,3,2,2,2,0,0,2,2,2,1,2,3,3,3,4,4
25/03/13,2,9:32,2,3,4,1,2,0,1,2,2,1,3,2,3,4,5,3
25/03/13,3,10:44,4,1,3,5,0,0,5,2,4,1,1,4,3,3,1,5
25/03/13,5,14:48,3,0,5,3,0,0,4,2,3,0,2,3,4,4,1,5
25/03/13,6,15:59,3,0,6,4,0,0,4,2,4,0,2,4,3,5,1,5
25/03/13,7,17:57,4,0,2,5,0,0,4,1,4,0,1,4,2,2,1,5
25/03/13,8,19:28,5,0,2,5,0,0,4,1,5,0,1,5,1,2,1,5
25/03/13,9,20:25,4,0,3,5,0,0,4,2,4,0,1,4,2,3,1,5
25/03/13,10,21:32,4,0,2,5,0,0,4,1,5,0,1,4,2,2,1,4
26/03/13,1,8:12,5,0,1,5,0,0,4,1,5,0,1,5,1,2,1,5
26/03/13,2,9:01,4,0,3,4,0,0,4,2,5,0,2,4,2,3,2,5
26/03/13,3,10:34,5,1,3,4,0,0,4,1,4,0,3,4,1,3,2,4
26/03/13,4,12:14,3,0,5,4,0,0,4,2,4,0,2,4,4,3,1,4
26/03/13,6,15:26,4,0,4,4,0,0,3,2,4,0,1,4,4,5,1,5
27/03/13,1,7:38,5,0,2,5,0,0,4,1,5,0,2,5,1,2,1,5
27/03/13,5,13:31,4,0,3,4,0,0,4,2,4,0,2,4,3,4,1,5
27/03/13,6,16:10,5,0,1,5,0,0,6,1,5,0,1,5,1,1,1,5
27/03/13,8,18:32,5,-1,1,6,-1,-1,6,1,6,-1,1,6,1,1,1,5
28/03/13,2,10:06,5,0,2,5,0,0,5,1,5,-1,1,5,2,2,1,5
28/03/13,3,11:28,4,-1,3,5,0,0,5,2,4,0,1,5,3,3,1,5
28/03/13,5,14:44,5,-1,2,5,-1,0,5,1,5,-1,1,5,3,2,1,5
28/03/13,8,18:07,4,0,4,3,0,0,3,1,4,0,2,4,3,3,1,4
28/03/13,10,21:48,5,0,2,5,0,0,4,1,4,0,1,5,2,2,1,5
29/03/13,1,7:46,5,1,2,4,0,0,4,1,4,0,2,4,2,2,1,5
30/03/13,2,9:59,4,0,2,4,0,0,4,2,3,0,2,3,2,2,2,5
30/03/13,10,21:59,5,0,1,4,0,0,4,1,4,0,1,4,1,1,1,5
31/03/13,3,11:56,5,0,1,4,0,0,4,1,4,0,2,4,1,2,2,5
31/03/13,4,12:28,5,0,2,5,0,0,4,1,4,0,2,4,1,2,1,4
31/03/13,5,13:44,4,0,3,4,0,0,4,1,4,0,1,4,2,2,2,5
31/03/13,6,15:37,4,0,4,4,0,0,4,1,4,0,1,4,2,3,1,5
31/03/13,8,19:29,4,0,1,4,0,0,4,1,4,0,2,5,2,2,1,5
1/4/13,1,8:41,4,0,2,4,0,0,3,1,3,0,2,4,2,2,1,3
1/4/13,2,9:32,4,1,4,4,0,0,3,2,4,0,2,3,3,3,2,5
1/4/13,3,10:44,4,1,3,3,0,1,3,2,3,0,3,3,3,3,2,4
1/4/13,5,14:48,4,2,3,2,0,0,3,2,3,1,3,2,2,3,3,4
1/4/13,8,19:28,5,1,2,3,0,0,3,2,4,0,3,3,2,2,2,4
2/4/13,1,8:12,3,2,3,3,1,0,3,3,2,1,3,3,2,3,5,3
2/4/13,2,9:01,2,3,3,2,1,0,2,4,2,1,3,3,3,2,6,3
2/4/13,3,10:34,3,1,3,3,0,0,3,2,3,0,3,3,3,4,3,4
2/4/13,4,12:14,3,1,3,3,0,0,3,2,3,0,2,3,3,4,2,4
2/4/13,6,15:26,3,1,5,3,0,0,3,2,3,1,2,3,3,4,2,5
2/4/13,7,17:52,4,1,4,4,0,0,3,2,4,0,2,4,3,3,2,4
2/4/13,8,19:08,4,0,3,4,0,0,3,1,4,0,2,4,3,2,2,5
3/4/13,1,7:38,3,3,4,2,1,0,2,4,2,1,4,2,5,3,5,3
3/4/13,2,9:04,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/4/13,3,10:55,3,1,5,3,0,0,3,2,3,0,2,3,3,4,2,4
3/4/13,4,12:28,4,1,4,3,0,0,3,2,3,1,3,3,3,4,2,4
3/4/13,7,17:08,4,0,2,4,0,0,3,1,4,0,2,4,1,2,1,5
3/4/13,8,18:32,4,0,3,4,0,0,4,1,3,0,1,4,3,2,1,5
3/4/13,9,20:02,4,1,4,4,0,0,3,2,4,0,2,4,3,3,2,4
3/4/13,10,22:08,4,1,2,3,0,0,3,1,3,0,3,3,4,3,2,4
4/4/13,1,7:30,3,3,5,2,1,0,2,3,2,0,3,2,4,5,5,4
4/4/13,2,10:06,4,1,3,4,0,0,4,2,4,0,2,4,3,4,2,5
4/4/13,7,16:36,3,0,6,4,0,0,3,2,3,0,2,4,4,5,2,5
4/4/13,8,18:07,4,1,4,3,0,0,3,1,3,0,3,3,4,3,1,5
5/4/13,2,9:55,4,1,3,3,0,0,3,2,4,1,3,3,3,3,2,4
5/4/13,4,12:51,4,1,2,4,0,0,3,1,4,0,3,4,2,2,2,5
5/4/13,5,14:17,4,0,2,4,0,0,3,1,3,0,2,3,3,3,2,4
5/4/13,6,16:21,4,0,3,3,0,0,4,1,3,0,2,4,4,3,2,4
5/4/13,7,17:34,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,5
5/4/13,8,18:59,5,0,1,5,0,0,5,1,5,0,1,5,1,2,1,5
5/4/13,9,19:33,5,0,1,5,0,0,5,1,5,0,1,5,2,2,1,5
6/4/13,1,7:48,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5
6/4/13,2,9:59,5,-1,1,5,0,0,4,1,5,0,1,5,2,2,1,5
